,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,key,Section,q1_total,q1a,q1b,q1c,j1a,j1b,j1c,c1a,c1b,c1c,T1_First Click,T1_Last Click,T1_Page Submit,T1_Click Count,q2_total,q2a,q2b,q2c,j2a,j2b,j2c,c2a,c2b,c2c,T2_First Click,T2_Last Click,T2_Page Submit,T2_Click Count,q3_total,q3a,q3b,q3c,j3a,j3b,j3c,c3a,c3b,c3c,T3_First Click,T3_Last Click,T3_Page Submit,T3_Click Count,q4_total,q4a,q4b,q4c,j4a,j4b,j4c,c4a,c4b,c4c,T4_First Click,T4_Last Click,T4_Page Submit,T4_Click Count,q5_total,q5a,q5b,q5c,j5a,j5b,j5c,c5a,c5b,c5c,T5_First Click,T5_Last Click,T5_Page Submit,T5_Click Count,q6_total,q6a,q6b,q6c,j6a,j6b,j6c,c6a,c6b,c6c,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,q7_total,q7a,q7b,q7c,j7a,j7b,j7c,c7a,c7b,c7c,T7_First Click,T7_Last Click,T7_Page Submit,T7_Click Count,q8_total,q8a,q8b,q8c,j8a,j8b,j8c,c8a,c8b,c8c,T8_First Click,T8_Last Click,T8_Page Submit,T8_Click Count,SC0,score_check
2,,,,,,,,ideal,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,,Correct,Incorrect,Incorrect,This is correct,The order in which the functions are called causes a different printout,Incorrect syntax in function call causes an error, , , ,10.199,202.929,206.916,20,,Correct,Incorrect,Incorrect,This is correct,An argument in the function call causes an error inside the function,Attempt to access local variables from outside their scope, , , ,124.688,293.709,355.304,20,,Correct,Incorrect,Incorrect,This is correct,A condition inside an if statement is logically incorrect,Logic error: the structure does not require all conditions to pass (and it should), , , ,52.842,124.643,195.401,9,,Correct,Incorrect,Incorrect,This is correct,Logic error: there is no way to exit the loop,Syntax error: the loop condition cannot be tested, , , ,45.452,314.913,316.531,18,,Correct,Incorrect,Incorrect,This is correct,Syntax error: the iteration is incorrectly defined,The code syntax is correct but it produces a different result, , , ,94.167,399.095,426.739,42,,Correct,Incorrect,Incorrect,This is correct,Logic error: Printed rows don't stop at the correct letters,Logic error: Printed rows have correct length but wrong symbols, , , ,9.462,525.95,529.068,28,,Correct,Incorrect,Incorrect,This is correct,Logic error: Logic error: the output list is not being updated after the copy,Logic error: Logic error: the original list is also being modified, , , ,118.745,719.357,812.708,29,,Correct,Incorrect,Incorrect,This is correct,Logic error: the conditional does not exclude enough printout values,Logic error: the conditional excludes too many printout values, , , ,32.417,457.575,460.351,28,80,
3,4/10/23 8:00,4/10/23 8:26,100,1550,TRUE,4/10/23 8:26,R_ByUbicrdB0NLm3n,apricot-pea,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,57.191,198.009,201.192,11,1.0,0,1,0,0,0,0,0,0,0,75.991,258.601,263.078,11,10.0,3,1,1,1,2,2,0,0,0,97.938,193.795,198.163,13,1.0,0,1,0,0,0,0,0,0,0,61.671,106.367,109.847,6,3.0,0,1,0,0,2,0,0,0,0,70.918,123.915,124.469,9,1.0,0,0,1,0,0,0,0,0,0,45.837,77.781,81.725,10,3.0,0,1,0,0,2,0,0,0,0,95.393,106.516,120.046,8,8.0,3,1,1,1,0,2,0,0,0,56.363,324.875,341.994,19,37,37.0
4,4/10/23 8:23,4/10/23 8:54,100,1906,TRUE,4/10/23 8:54,R_2azYxRoVTIDPf7J,apricot-tomato,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,1.0,0,0,1,0,0,0,0,0,0,80.095,371.798,373.264,14,8.0,3,1,1,1,0,2,0,0,0,123.329,266.504,268.131,21,3.0,0,1,0,0,2,0,0,0,0,94.624,144.075,146.357,6,6.0,3,1,1,1,0,0,0,0,0,104.624,153.271,171.561,9,6.0,3,1,1,1,0,0,0,0,0,210.837,324.584,326.29,15,8.0,3,1,1,1,2,0,0,0,0,68.138,119.879,121.271,11,1.0,0,1,0,0,0,0,0,0,0,4.397,223.296,225.009,14,1.0,0,0,1,0,0,0,0,0,0,123.574,216.321,218.391,10,34,34.0
5,4/10/23 8:00,4/10/23 8:51,100,3067,TRUE,4/10/23 8:51,R_1msE7ICEAwqq8YH,aquamarine-cucumber,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,85.371,280.491,289.546,6,10.0,3,1,1,1,2,2,0,0,0,249.87,666.885,676.459,9,10.0,3,1,1,1,2,2,0,0,0,33.003,323.315,333.439,8,3.0,0,0,1,0,0,2,0,0,0,9.057,307.8,331.632,7,3.0,0,0,1,0,0,2,0,0,0,79.996,317.821,325.361,6,10.0,3,1,1,1,2,2,0,0,0,66.241,148.218,150.391,4,8.0,3,1,1,1,0,2,0,0,0,85.734,352.279,354.207,5,10.0,3,1,1,1,2,2,0,0,0,144.409,511.755,514.43,6,64,64.0
6,4/10/23 8:01,4/10/23 9:18,100,4630,TRUE,4/10/23 9:18,R_3hzGiYr3z0yC6Ol,bittersweet-potato,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,85.719,200.538,202.6,10,10.0,3,1,1,1,2,2,0,0,0,151.664,858.191,861.613,36,10.0,3,1,1,1,2,2,0,0,0,104.977,720.301,737.934,19,5.0,3,0,1,1,0,0,0,0,0,57.944,616.791,621.433,16,3.0,0,1,0,0,2,0,0,0,0,73.03,299.881,302.059,10,3.0,0,1,0,0,2,0,0,0,0,91.394,591.952,592.448,21,1.0,0,0,1,0,0,0,0,0,0,73.114,793.838,797.86,32,10.0,3,1,1,1,2,2,0,0,0,14.684,465.427,468.022,15,50,50.0
7,4/10/23 7:59,4/10/23 9:04,100,3884,TRUE,4/10/23 9:04,R_2dgwR5A6cia2sI1,bittersweet-tubers,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,3.0,0,0,1,0,0,2,0,0,0,48.934,201.607,204.711,8,10.0,3,1,1,1,2,2,0,0,0,169.592,473.845,479.327,8,10.0,3,1,1,1,2,2,0,0,0,89.513,259.586,266.372,9,10.0,3,1,1,1,2,2,0,0,0,124.888,463.078,466.823,15,6.0,3,1,1,1,0,0,0,0,0,65.09,245.637,247.747,11,10.0,3,1,1,1,2,2,0,0,0,255.46,565.563,566.097,10,3.0,0,0,1,0,0,2,0,0,0,316.67,669.552,671.438,14,6.0,3,1,1,1,0,0,0,0,0,250.137,902.617,918.818,19,58,58.0
8,4/10/23 7:59,4/10/23 8:57,100,3439,TRUE,4/10/23 8:57,R_1k1XCee7XuRE1CR,black-turnip,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,28.121,216.548,218.429,20,10.0,3,1,1,1,2,2,0,0,0,85.857,351.103,353.459,12,10.0,3,1,1,1,2,2,0,0,0,132.52,305.607,307.625,15,10.0,3,1,1,1,2,2,0,0,0,48.608,662.879,665.854,21,8.0,3,1,1,1,2,0,0,0,0,82.267,755.385,757.883,48,10.0,3,1,1,1,2,2,0,0,0,84.147,354.742,356.663,14,8.0,3,1,1,1,2,0,0,0,0,45.121,291.022,292.947,16,10.0,3,1,1,1,2,2,0,0,0,71.034,351.385,355.074,14,76,76.0
9,4/10/23 7:59,4/10/23 9:16,100,4609,TRUE,4/10/23 9:16,R_2foNwMie9Y1XdJB,blue-watercress,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,155.681,299.548,332.996,10,10.0,3,1,1,1,2,2,0,0,0,177.383,423.656,444.9,14,10.0,3,1,1,1,2,2,0,0,0,89.268,436.645,447.62,20,3.0,0,1,0,0,2,0,0,0,0,153.895,966.706,991.377,31,6.0,3,1,1,1,0,0,0,0,0,117.336,612.341,621.73,15,10.0,3,1,1,1,2,2,0,0,0,69.84,559.914,565.356,12,1.0,0,0,1,0,0,0,0,0,0,66.919,521.144,524.35,15,10.0,3,1,1,1,2,2,0,0,0,50.468,632.851,635.256,11,60,60.0
10,4/10/23 7:59,4/10/23 9:13,100,4449,TRUE,4/10/23 9:13,R_1Qt3O9QvseK8GW2,brown-bilberry,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,52.049,203.108,211.264,7,3.0,0,1,0,0,2,0,0,0,0,145.509,711.307,752.685,13,3.0,0,0,1,0,0,2,0,0,0,212.597,918.252,920.051,29,8.0,3,1,1,1,2,0,0,0,0,6.559,447.246,448.941,37,1.0,0,0,1,0,0,0,0,0,0,133.149,373.455,377.943,12,3.0,0,1,0,0,2,0,0,0,0,141.536,567.106,572.798,19,10.0,3,1,1,1,2,2,0,0,0,233.232,509.014,513.999,13,8.0,3,1,1,1,0,2,0,0,0,153.555,503.889,504.389,13,46,46.0
11,4/11/23 10:06,4/11/23 10:38,100,1919,TRUE,4/11/23 10:38,R_1LoMxJMmu3ZHAGK,brown-mandarine,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,42.935,108.969,128.111,3,10.0,3,1,1,1,2,2,0,0,0,152.659,192.595,218.285,3,10.0,3,1,1,1,2,2,0,0,0,55.432,95.717,124.021,4,3.0,0,0,1,0,0,2,0,0,0,24.062,151.782,197.343,6,8.0,3,1,1,1,2,0,0,0,0,48.863,268.4,304.212,13,10.0,3,1,1,1,2,2,0,0,0,68.572,170.734,213.289,5,10.0,3,1,1,1,2,2,0,0,0,149.575,383.776,387.227,8,10.0,3,1,1,1,2,2,0,0,0,38.655,277.804,308.536,7,69,69.0
12,4/10/23 8:03,4/10/23 9:16,100,4402,TRUE,4/10/23 9:16,R_eEeg8TUZQV5JZ17,canary-eggplant,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,102.444,133.316,192.217,6,10.0,3,1,1,1,2,2,0,0,0,140.466,582.309,599.011,17,10.0,3,1,1,1,2,2,0,0,0,163.14,306.739,367.361,11,10.0,3,1,1,1,2,2,0,0,0,133.927,369.202,448.986,16,10.0,3,1,1,1,2,2,0,0,0,44.703,676.046,689.353,33,8.0,3,1,1,1,2,0,0,0,0,168.257,891.561,969.662,23,10.0,3,1,1,1,2,2,0,0,0,139.477,577.448,596.755,19,10.0,3,1,1,1,2,2,0,0,0,73.787,463.487,494.529,13,78,78.0
13,4/10/23 7:59,4/10/23 9:05,100,3940,TRUE,4/10/23 9:05,R_a5HRzyBmpsKVZId,canary-elderberry,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,193.661,263.827,270.284,12,10.0,3,1,1,1,2,2,0,0,0,307.123,457.812,459.977,18,10.0,3,1,1,1,2,2,0,0,0,182.132,391.87,397.613,14,3.0,0,1,0,0,2,0,0,0,0,175.174,657.093,668.411,32,1.0,0,1,0,0,0,0,0,0,0,30.94,416.975,419.014,23,8.0,3,1,1,1,2,0,0,0,0,311.527,680.198,685.467,15,8.0,3,1,1,1,0,2,0,0,0,168.027,450.217,452.439,17,10.0,3,1,1,1,2,2,0,0,0,163.603,531.88,534.169,10,60,60.0
14,4/10/23 7:59,4/10/23 9:11,100,4353,TRUE,4/10/23 9:11,R_Bu0bc0ZxZlIsKEp,cerulean-chickpea,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,73.435,215.276,298.349,7,10.0,3,1,1,1,2,2,0,0,0,119.209,345.883,376.195,7,10.0,3,1,1,1,2,2,0,0,0,273.927,605.591,610.982,12,1.0,0,1,0,0,0,0,0,0,0,49.156,299.512,336.785,9,10.0,3,1,1,1,2,2,0,0,0,59.374,355.299,358.075,13,10.0,3,1,1,1,2,2,0,0,0,206.73,816.19,828.802,10,6.0,3,1,1,1,0,0,0,0,0,130.06,705.778,725.301,26,10.0,3,1,1,1,2,2,0,0,0,543.114,791.76,793.974,15,67,67.0
15,4/10/23 7:59,4/10/23 8:56,100,3396,TRUE,4/10/23 8:56,R_3L85LHddAdsEri7,chestnut-cilantro,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,95.885,123.444,275.415,11,10.0,3,1,1,1,2,2,0,0,0,139.092,246.71,280.36,9,10.0,3,1,1,1,2,2,0,0,0,156.369,290.935,315.243,11,3.0,0,1,0,0,2,0,0,0,0,87.962,337.794,440.658,13,8.0,3,1,1,1,2,0,0,0,0,182.166,304.226,378.919,13,1.0,0,0,1,0,0,0,0,0,0,407.771,608.855,644.442,10,10.0,3,1,1,1,2,2,0,0,0,198.051,366.117,437.043,8,8.0,3,1,1,1,2,0,0,0,0,274.021,475.902,531.559,11,58,58.0
16,4/11/23 10:05,4/11/23 11:17,100,4370,TRUE,4/11/23 11:17,R_1LUROyt1Zfj0chr,eggplant-rutabaga,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,48.1,744.104,747.981,23,3.0,0,0,1,0,0,2,0,0,0,61.273,931.428,934.043,33,8.0,3,1,1,1,2,0,0,0,0,14.392,501.673,509.994,18,1.0,0,0,1,0,0,0,0,0,0,36.67,262.795,283.203,22,3.0,0,1,0,0,2,0,0,0,0,47.775,426.117,445.544,29,1.0,0,1,0,0,0,0,0,0,0,69.905,715.097,715.593,20,10.0,3,1,1,1,2,2,0,0,0,207.531,363.909,374.456,22,6.0,3,1,1,1,0,0,0,0,0,87.675,279.156,293.829,15,40,40.0
17,4/10/23 7:59,4/10/23 8:59,100,3598,TRUE,4/10/23 8:59,R_3I4qllfoQQ79yyu,goldenrod-dill,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,117.773,212.362,232.478,13,10.0,3,1,1,1,2,2,0,0,0,97.473,338.719,344.041,13,10.0,3,1,1,1,2,2,0,0,0,85.752,396.156,398.402,14,3.0,0,1,0,0,2,0,0,0,0,83.997,373.823,375.994,13,1.0,0,0,1,0,0,0,0,0,0,105.637,314.303,338.63,16,1.0,0,1,0,0,0,0,0,0,0,164.75,718.368,746.525,21,10.0,3,1,1,1,2,2,0,0,0,5.567,446.52,452.068,30,10.0,3,1,1,1,2,2,0,0,0,57.85,644.571,649.728,17,55,55.0
18,4/10/23 8:01,4/10/23 9:13,100,4318,TRUE,4/10/23 9:13,R_11ZyvlFjPKCm0wd,lavender-asparagus,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,103.612,238.462,267.816,4,10.0,3,1,1,1,2,2,0,0,0,260.362,509.875,526.091,7,3.0,0,0,1,0,0,2,0,0,0,160.507,613.578,615.569,7,1.0,0,0,1,0,0,0,0,0,0,61.97,385.597,392.207,17,1.0,0,0,1,0,0,0,0,0,0,109.273,734.452,735.375,13,1.0,0,1,0,0,0,0,0,0,0,90.223,600.228,625.573,10,8.0,3,1,1,1,2,0,0,0,0,111.043,581.25,584.328,10,6.0,3,1,1,1,0,0,0,0,0,125.879,499.706,501.498,17,38,38.0
19,4/10/23 7:59,4/10/23 9:14,100,4472,TRUE,4/10/23 9:14,R_XSyI4hxCneMg57X,magenta-jalapeno,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,106.782,268.937,297.331,8,10.0,3,1,1,1,2,2,0,0,0,279.529,750.474,857.043,13,10.0,3,1,1,1,2,2,0,0,0,107.782,436.56,440.15,11,10.0,3,1,1,1,2,2,0,0,0,122.341,572.939,580.167,14,6.0,3,1,1,1,0,0,0,0,0,179.79,389.026,420.89,11,6.0,3,1,1,1,0,0,0,0,0,143.416,602.656,629.154,11,3.0,0,0,1,0,0,2,0,0,0,9.797,254.205,266.08,15,10.0,3,1,1,1,2,2,0,0,0,7.617,911.2,930.432,22,63,63.0
20,4/10/23 7:59,4/10/23 9:14,100,4491,TRUE,4/10/23 9:14,R_r6BjoBbyX4t1Onv,manatee-lime,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,238.469,295.036,345.222,9,10.0,3,1,1,1,2,2,0,0,0,82.918,368.099,426.821,13,10.0,3,1,1,1,2,2,0,0,0,203.889,596.244,598.787,13,10.0,3,1,1,1,2,2,0,0,0,46.831,622.008,624.169,21,8.0,3,1,1,1,2,0,0,0,0,25.807,507.374,509.999,21,10.0,3,1,1,1,2,2,0,0,0,310.935,914.65,916.76,12,10.0,3,1,1,1,2,2,0,0,0,79.492,502.286,505.275,17,10.0,3,1,1,1,2,2,0,0,0,176.105,503.496,506.85,10,78,78.0
21,4/12/23 12:12,4/12/23 12:44,100,1903,TRUE,4/12/23 12:44,R_1E0Pp9D3ebPB4i2,melon-quince,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,84.132,215.371,217.53,7,3.0,0,0,1,0,0,2,0,0,0,41.091,304.945,311.965,20,3.0,0,0,1,0,0,2,0,0,0,8.886,140.383,143.668,6,10.0,3,1,1,1,2,2,0,0,0,63.689,143.837,145.087,9,1.0,0,1,0,0,0,0,0,0,0,33.07,127.114,135.435,7,6.0,3,1,1,1,0,0,0,0,0,232.156,408.078,412.121,7,3.0,0,1,0,0,2,0,0,0,0,102.564,326.898,338.774,15,1.0,0,0,1,0,0,0,0,0,0,24.348,170.584,172.074,13,37,37.0
22,4/10/23 8:01,4/10/23 9:15,100,4440,TRUE,4/10/23 9:15,R_OI736kvQdpI1HJn,peach-frisee,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,59.579,270.479,273.062,17,10.0,3,1,1,1,2,2,0,0,0,301.272,478.031,482.428,25,10.0,3,1,1,1,2,2,0,0,0,44.291,636.513,638.786,38,8.0,3,1,1,1,0,2,0,0,0,146.357,427.395,434.3,22,6.0,3,1,1,1,0,0,0,0,0,292.583,721.972,725.456,26,8.0,3,1,1,1,2,0,0,0,0,199.949,963.933,973.023,31,8.0,3,1,1,1,2,0,0,0,0,20.255,327.505,332.58,21,10.0,3,1,1,1,2,2,0,0,0,15.75,515.684,524.835,21,70,70.0
23,4/10/23 7:59,4/10/23 9:11,100,4344,TRUE,4/10/23 9:11,R_AyRBAvHXT7vIcql,razzmatazz-artichoke,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,140.324,258.138,263.504,12,1.0,0,1,0,0,0,0,0,0,0,165.677,532.53,543.276,13,8.0,3,1,1,1,0,2,0,0,0,107.506,528.57,530.237,14,6.0,3,1,1,1,0,0,0,0,0,52.048,409.035,430.196,17,8.0,3,1,1,1,0,2,0,0,0,3.853,524.986,557.447,22,8.0,3,1,1,1,2,0,0,0,0,169.998,458.861,500.119,15,1.0,0,1,0,0,0,0,0,0,0,10.477,537.678,607.707,14,1.0,0,1,0,0,0,0,0,0,0,200.606,857.507,871.764,37,43,43.0
24,4/10/23 7:59,4/10/23 9:15,100,4576,TRUE,4/10/23 9:15,R_3nkqhCPXGSMsx54,razzmatazz-cabbage,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,114.929,344.085,346.743,14,8.0,3,1,1,1,0,2,0,0,0,550.554,849.456,876.473,15,10.0,3,1,1,1,2,2,0,0,0,351.235,647.508,651.302,14,1.0,0,1,0,0,0,0,0,0,0,115.143,557.929,561.236,20,3.0,0,1,0,0,2,0,0,0,0,230.465,699.359,702.239,24,1.0,0,1,0,0,0,0,0,0,0,368.939,686.826,690.471,17,1.0,0,0,1,0,0,0,0,0,0,156.05,486.788,492.327,19,8.0,3,1,1,1,2,0,0,0,0,19.355,203.748,207.939,17,42,42.0
25,4/10/23 8:01,4/10/23 9:14,100,4421,TRUE,4/10/23 9:14,R_2CjOO37XwhBKWrq,red-jambul,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,323.887,409.87,471.161,12,10.0,3,1,1,1,2,2,0,0,0,10.452,848.958,855.062,28,1.0,0,1,0,0,0,0,0,0,0,28.607,701.495,705.079,23,10.0,3,1,1,1,2,2,0,0,0,27.466,595.593,650.739,21,1.0,0,0,1,0,0,0,0,0,0,122.936,518.692,520.278,15,1.0,0,1,0,0,0,0,0,0,0,91.35,379.277,381.199,14,8.0,3,1,1,1,2,0,0,0,0,45.324,419.015,419.336,26,1.0,0,1,0,0,0,0,0,0,0,89.56,371.347,373.259,15,42,42.0
26,4/10/23 8:00,4/10/23 9:15,100,4485,TRUE,4/10/23 9:15,R_soEY3M3IjLriK7n,red-radish,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,54.191,195.302,220.42,7,10.0,3,1,1,1,2,2,0,0,0,181.962,486.784,490.068,9,10.0,3,1,1,1,2,2,0,0,0,104.374,457.438,461.697,10,3.0,0,0,1,0,0,2,0,0,0,97.499,682.912,729.56,15,6.0,3,1,1,1,0,0,0,0,0,96.321,547.875,549.616,13,10.0,3,1,1,1,2,2,0,0,0,270.687,731.443,733.102,15,10.0,3,1,1,1,2,2,0,0,0,327.044,685.32,687,9,8.0,3,1,1,1,0,2,0,0,0,72.968,562.382,565.919,13,67,67.0
27,4/10/23 8:00,4/10/23 8:57,100,3386,TRUE,4/10/23 8:57,R_4INMW1QxpK1rhVT,scarlet-gooseberry,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,10.199,202.929,206.916,20,10.0,3,1,1,1,2,2,0,0,0,124.688,293.709,355.304,20,10.0,3,1,1,1,2,2,0,0,0,52.842,124.643,195.401,9,10.0,3,1,1,1,2,2,0,0,0,45.452,314.913,316.531,18,10.0,3,1,1,1,2,2,0,0,0,94.167,399.095,426.739,42,10.0,3,1,1,1,2,2,0,0,0,9.462,525.95,529.068,28,10.0,3,1,1,1,2,2,0,0,0,118.745,719.357,812.708,29,10.0,3,1,1,1,2,2,0,0,0,32.417,457.575,460.351,28,80,80.0
28,4/10/23 7:59,4/10/23 9:13,100,4439,TRUE,4/10/23 9:13,R_20Uu5pjS0eIob79,sunglow-nectarine,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,105.985,161.831,164.334,13,10.0,3,1,1,1,2,2,0,0,0,308.526,780.87,792.461,24,3.0,0,0,1,0,0,2,0,0,0,71.862,175.646,178.48,14,10.0,3,1,1,1,2,2,0,0,0,105.468,656.013,678.932,32,6.0,3,1,1,1,0,0,0,0,0,119.463,408.985,411.596,24,10.0,3,1,1,1,2,2,0,0,0,55.291,205.425,208.119,13,3.0,0,0,1,0,0,2,0,0,0,180.628,934.955,944.768,19,10.0,3,1,1,1,2,2,0,0,0,218.393,983.958,1007.328,28,60,60.0
29,4/12/23 12:12,4/12/23 12:49,100,2241,TRUE,4/12/23 12:49,R_2Pdlpdp2oNAoF1m,tumbleweed-cranberry,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,3.0,0,0,1,0,0,2,0,0,0,43.063,100.826,107.702,6,10.0,3,1,1,1,2,2,0,0,0,214.037,380.853,383.964,14,10.0,3,1,1,1,2,2,0,0,0,26.219,152.69,158.137,8,3.0,0,1,0,0,2,0,0,0,0,15.47,175.815,193.755,13,1.0,0,0,1,0,0,0,0,0,0,20.016,160.404,169.136,17,3.0,0,1,0,0,2,0,0,0,0,65.405,450.203,470.286,21,8.0,3,1,1,1,0,2,0,0,0,60.138,466.006,468.209,15,3.0,0,1,0,0,2,0,0,0,0,41.915,244.068,246.576,12,41,41.0
30,4/10/23 8:19,4/10/23 9:57,100,5875,TRUE,4/10/23 9:57,R_31g9LBhzYPQObay,tumbleweed-frisee,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,10.0,3,1,1,1,2,2,0,0,0,466.145,934.372,949.909,39,10.0,3,1,1,1,2,2,0,0,0,334.366,1232.129,1235.471,41,3.0,0,1,0,0,2,0,0,0,0,58.669,402.703,405.71,21,8.0,3,1,1,1,2,0,0,0,0,5.355,169.883,239.18,18,3.0,0,1,0,0,2,0,0,0,0,161.256,254.841,373.526,18,10.0,3,1,1,1,2,2,0,0,0,103.19,640.094,642.634,32,3.0,0,0,1,0,0,2,0,0,0,11.173,1039.218,1049.697,28,3.0,0,0,1,0,0,2,0,0,0,266.31,826.573,835.409,36,50,50.0
31,4/10/23 7:59,4/10/23 8:35,100,2159,TRUE,4/10/23 8:35,R_WDrDukf09vPhG7v,violet-kumquat,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,44.617,142.348,150.787,11,10.0,3,1,1,1,2,2,0,0,0,111.357,182.799,204.808,12,10.0,3,1,1,1,2,2,0,0,0,25.478,125.827,205.071,9,3.0,0,1,0,0,2,0,0,0,0,60.204,221.918,223.272,14,3.0,0,1,0,0,2,0,0,0,0,47.224,254.793,259.698,14,8.0,3,1,1,1,0,2,0,0,0,55.108,263.809,279.738,15,10.0,3,1,1,1,2,2,0,0,0,53.12,220.65,234.064,14,10.0,3,1,1,1,2,2,0,0,0,58.715,483.144,558.59,13,62,62.0
32,4/10/23 8:00,4/10/23 8:59,100,3528,TRUE,4/10/23 8:59,R_r07NfrfPMgIlF5f,yellow-eggplant,Section 1: 8:00 AM - 9:15 AM  with Pablo Frank,8.0,3,1,1,1,2,0,0,0,0,85.109,166.202,168.379,6,10.0,3,1,1,1,2,2,0,0,0,195.201,458.682,461.557,8,10.0,3,1,1,1,2,2,0,0,0,21.915,342.151,346.613,16,1.0,0,0,1,0,0,0,0,0,0,34.025,707.998,710.909,15,1.0,0,0,1,0,0,0,0,0,0,56.957,376.722,378.547,12,3.0,0,0,1,0,0,2,0,0,0,125.797,526.362,529.843,9,3.0,0,0,1,0,0,2,0,0,0,50.272,499.154,502,19,10.0,3,1,1,1,2,2,0,0,0,37.083,279.417,281.491,13,46,46.0
